Feature,Score
L4_SRC_PORT,1
DST_TO_SRC_IAT_MAX,1
DST_TO_SRC_IAT_MIN,1
SRC_TO_DST_IAT_STDDEV,1
SRC_TO_DST_IAT_MAX,1
DNS_TTL_ANSWER,1
TCP_WIN_MAX_IN,1
NUM_PKTS_128_TO_256_BYTES,1
NUM_PKTS_UP_TO_128_BYTES,1
RETRANSMITTED_OUT_PKTS,1
RETRANSMITTED_OUT_BYTES,1
MIN_IP_PKT_LEN,1
SHORTEST_FLOW_PKT,1
MAX_TTL,1
DST_TO_SRC_IAT_STDDEV,1
L4_DST_PORT,1
IN_BYTES,1
MIN_TTL,1
CLIENT_TCP_FLAGS,1
SERVER_TCP_FLAGS,1
