Feature,Score
TCP_WIN_MAX_IN,1
TCP_FLAGS,1
CLIENT_TCP_FLAGS,1
L7_PROTO,1
DST_TO_SRC_IAT_MAX,1
PROTOCOL,1
DST_TO_SRC_IAT_STDDEV,1
FLOW_START_MILLISECONDS,1
L4_DST_PORT,1
FLOW_DURATION_MILLISECONDS,1
DST_TO_SRC_IAT_AVG,1
