Feature,Score
MIN_TTL,0.9996333333333334
TCP_FLAGS,0.9997333333333334
L4_SRC_PORT,0.9997333333333334
IN_BYTES,0.9997333333333334
OUT_BYTES,0.9997333333333334
MAX_TTL,0.9997333333333334
L4_DST_PORT,0.9997333333333334
L7_PROTO,0.9997333333333334
SRC_TO_DST_AVG_THROUGHPUT,0.9997666666666667
CLIENT_TCP_FLAGS,0.9997666666666667
SERVER_TCP_FLAGS,0.9997666666666667
IN_PKTS,0.9997666666666667
DURATION_OUT,0.9997666666666667
OUT_PKTS,0.9997666666666667
FLOW_DURATION_MILLISECONDS,0.9997666666666667
PROTOCOL,0.9997666666666667
DURATION_IN,0.9997666666666667
SHORTEST_FLOW_PKT,0.9997666666666667
LONGEST_FLOW_PKT,0.9997666666666667
MAX_IP_PKT_LEN,0.9997666666666667
