Feature,Score
MIN_TTL,1
FLOW_END_MILLISECONDS,1
L4_DST_PORT,1
DST_TO_SRC_AVG_THROUGHPUT,1
SERVER_TCP_FLAGS,1
LONGEST_FLOW_PKT,1
IPV4_DST_ADDR,1
IPV4_SRC_ADDR,1
DNS_QUERY_ID,1
FTP_COMMAND_RET_CODE,1
MIN_IP_PKT_LEN,1
TCP_WIN_MAX_IN,1
SHORTEST_FLOW_PKT,1
DST_TO_SRC_IAT_AVG,1
