Feature,Score
TCP_WIN_MAX_IN,1
TCP_FLAGS,1
L7_PROTO,1
DST_TO_SRC_IAT_MAX,1
DURATION_OUT,1
MIN_TTL,1
PROTOCOL,1
DST_TO_SRC_IAT_STDDEV,1
L4_DST_PORT,1
DST_TO_SRC_SECOND_BYTES,1
DST_TO_SRC_IAT_AVG,1
